,X,address,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,type
1689,28874,1901 Callowhill St,OChSrnaj5tQ1-wm7zoVT4w,"Tapas/Small Plates, Restaurants, Barbeque, Japanese, Asian Fusion",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:0-22:0', 'Saturday': '15:0-22:0', 'Sunday': '15:0-22:0'}",1,39.96071601,-75.17013195,Gyu-Kaku Japanese BBQ,19130,569,3.5,PA,Japanese
1488,25632,128 S 19th St,YzluF3FNGjnW-tOrLZt8JA,"Sushi Bars, Japanese, Restaurants",Philadelphia,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",1,39.9509073,-75.1723929,Zama,19103,566,3.5,PA,Japanese
485,8023,275 West St,tc6jKQiRjFO2M7BylwHVrg,"Noodles, Restaurants, Chinese, Asian Fusion",Reno,"{'Tuesday': '16:0-20:30', 'Wednesday': '16:0-20:30', 'Thursday': '16:0-19:0', 'Friday': '16:0-20:30', 'Saturday': '16:0-20:30', 'Sunday': '16:0-20:30'}",1,39.52747,-119.81646,Kwok's Bistro,89501,564,4.5,NV,Chinese
2978,52250,5701 Calle Real,2xxkaRy7rP5EUyjFt2J5kA,"Restaurants, Japanese, Ramen",Goleta,"{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:30'}",1,34.44088528,-119.8235229,Nikka Ramen,93117,562,4.5,CA,Japanese
1243,21387,1648 E Passyunk Ave,QhgrhVKlXZtSY6gRThf8zA,"Cocktail Bars, Dim Sum, Nightlife, Restaurants, Chinese, Asian Fusion, Bars",Philadelphia,"{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0', 'Saturday': '13:0-22:0', 'Sunday': '16:0-21:30'}",1,39.9289898,-75.1647415,Bing Bing Dim Sum,19148,557,4,PA,Chinese
250,4446,1837 Chestnut St,GUMVStVaJfWmCIpQA4TtHg,"Restaurants, Japanese, Sushi Bars",Philadelphia,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:30', 'Saturday': '13:0-22:30', 'Sunday': '13:0-22:0'}",1,39.952045,-75.17167,Crazy Sushi,19103,550,4,PA,Japanese
2794,49212,1825 Silverada Blvd,YGEUMBBoNFW7X-z09gFu0A,"Food, Restaurants, Specialty Food, Ethnic Food, Barbeque, Noodles, Szechuan, Chinese, Soup",Reno,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-20:45', 'Thursday': '16:0-20:45', 'Friday': '16:15-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-20:45'}",1,39.5463075,-119.7831216,The Wok Chinese Cuisine,89512,548,4.5,NV,Chinese
2366,41799,1225 Sansom St,rVGxva6cx2eID4ghDLVHJg,"Japanese, Restaurants, Korean, Sushi Bars",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '13:0-23:0', 'Saturday': '13:0-23:0', 'Sunday': '16:0-22:0'}",1,39.9498493,-75.1615489,1225Raw Sushi and Sake Lounge,19107,545,3.5,PA,Japanese
313,5264,909 Arch St,9c7MUiE6VI8NesjPdj5FkA,"Restaurants, Sushi Bars, Japanese, Bubble Tea, Taiwanese, Food",Philadelphia,"{'Monday': '11:0-23:30', 'Tuesday': '11:0-23:30', 'Wednesday': '11:0-23:30', 'Thursday': '11:0-23:30', 'Friday': '11:0-0:30', 'Saturday': '11:0-0:30', 'Sunday': '11:0-23:30'}",1,39.9536791,-75.1551081,Bubblefish,19107,544,4,PA,Japanese
2939,51624,55 Mount Rose St,uMVOtr16r1ELu46pWr4HCQ,"Restaurants, Asian Fusion, Event Planning & Services, Thai, Caterers",Reno,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '16:0-21:0'}",1,39.509984,-119.80604,Bangkok Cuisine,89509,539,4,NV,Southeast Asia
921,15579,"2721 E 86th St, Ste 100",Cckfq1IRAAN4Q7YJh7Ru6A,"Sushi Bars, Restaurants, Nightlife, Cocktail Bars, Japanese, Bars",Indianapolis,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:30', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:0'}",1,39.9119906,-86.1177247,Blue Sushi Sake Grill,46240,538,4.5,IN,Japanese
2921,51312,48 N 10th St,QGYzYUMsQe6k7__LD91E5w,"Vietnamese, Restaurants, Sandwiches, Specialty Food, Ethnic Food, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}",1,39.953229,-75.156582,QT Vietnamese Sandwich,19107,538,4.5,PA,Southeast Asia
2053,35898,10038 W Overland,GaqcV1K44cTmrtOGYBmrpw,"Thai, Restaurants",Boise,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}",1,43.590545,-116.3069319,Pad Thai House,83709,532,4,ID,Southeast Asia
910,15402,20 S 18th St,pm1bStJuol5XmxE_atZhCQ,"Restaurants, Japanese, Ramen",Philadelphia,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0'}",1,39.9524929,-75.1702943,Nom Nom Ramen,19103,531,4,PA,Japanese
1118,19116,5734 Old 2nd St,itv5mVA2lkp_ivhSdmKGgw,"Korean, Restaurants, Japanese",Philadelphia,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",1,40.03855551,-75.1242796,Seorabol Korean Restaurant,19120,531,4,PA,Japanese
2293,40457,5 W Canon Perdido,bp482wqF6v80AltDNlPDfw,"Food, American (New), Thai, Restaurants, Asian Fusion, Desserts, Cafes, Sandwiches, Caterers, Event Planning & Services",Santa Barbara,"{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-2:30', 'Saturday': '11:0-2:30', 'Sunday': '11:0-20:0'}",1,34.420002,-119.700559,The Blue Owl,93101,530,4.5,CA,Southeast Asia
2016,35219,1122 Washington Ave,PJjkH_VZeQwxEJvlQ-v7wA,"Restaurants, Asian Fusion, Vietnamese",Philadelphia,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-20:0'}",1,39.93722129,-75.16284346,Pho 75,19147,529,4.5,PA,Southeast Asia
2881,50777,516 N Tampa St,6Md7LjLUqf0scKfl78CQDg,"Caterers, Cafes, Coffee & Tea, Event Planning & Services, Restaurants, Asian Fusion, Food, Vietnamese, Vegan, Gluten-Free",Tampa,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-14:30', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:30-21:0'}",1,27.94857,-82.459404,Bamboozle Cafe,33602,525,4,FL,Southeast Asia
1638,28107,1023 Race St,838bEDzZSPveDkAGrhVWYQ,"Restaurants, Chinese, Dim Sum, Seafood",Philadelphia,"{'Monday': '10:30-22:30', 'Tuesday': '10:30-22:30', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:30', 'Friday': '10:30-22:30', 'Saturday': '10:0-22:30', 'Sunday': '10:0-22:30'}",1,39.9557218,-75.1567726,Ocean Harbor,19107,524,3,PA,Chinese
804,13640,1001 Race St,T9C1od-JorSPXwXgzSqM9Q,"Seafood, Chicken Shop, Restaurants, Chinese",Philadelphia,"{'Monday': '16:0-3:0', 'Tuesday': '16:0-3:0', 'Wednesday': '16:0-3:0', 'Thursday': '16:0-3:0', 'Friday': '16:0-3:0', 'Saturday': '16:0-3:0', 'Sunday': '16:0-3:0'}",1,39.95549425,-75.1559746,David's Mai Lai Wah,19107,522,3,PA,Chinese
2859,50140,441 Central Ave,SJM5bSgqdmAPSiuB4MWNIw,"Sandwiches, Juice Bars & Smoothies, Vietnamese, Asian Fusion, Restaurants, Food",St. Petersburg,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:0'}",1,27.7713671,-82.6393237,La V Vietnamese Fusion,33701,522,4,FL,Southeast Asia
1178,20168,5855 Charlotte Pike,xxx_0Ol7lbK0hVzv7x0-Yg,"Restaurants, Hot Pot, Dim Sum, Szechuan, Chinese",Nashville,"{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,36.147085,-86.863277,Lucky Bamboo China Bistro,37209,519,3.5,TN,Chinese
2465,43634,132 Chestnut St,nR3VW9i2K8033QY0ZMTisw,"Sushi Bars, Restaurants, Japanese, Asian Fusion, Event Planning & Services, Caterers",Philadelphia,,0,39.948163,-75.1437162,Zento Contemporary Japanese Cuisine,19106,519,4,PA,Japanese
881,14805,17012 Palm Pointe Dr,X9e_btDPux6JGqqw8UF_Pg,"Japanese, Sushi Bars, Restaurants",Tampa,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '12:0-21:0'}",1,28.11832505,-82.38163323,Koizi Endless Hibachi & Sushi Eatery,33647,513,3.5,FL,Japanese
523,8644,"2040 W Orange Grove Rd, Ste 180",wexGsdw5Wz85-hOBx9r2Tg,"Restaurants, Ramen, Japanese",Tucson,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-16:0', 'Friday': '11:0-16:0', 'Saturday': '11:0-20:0'}",1,32.3246196,-111.010944,Ikkyu,85704,511,4.5,AZ,Japanese
1805,31376,2741 N Campbell Ave,aAyCUTc7y9ZIN1OZ7tGe6Q,"Sushi Bars, Restaurants, Japanese, Seafood, Noodles",Tucson,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",1,32.25675634,-110.9442075,Yoshimatsu Japanese Eatery,85719,511,3.5,AZ,Japanese
1990,34686,4603 N Florida Ave,o8tFtgDhFO1kcBm3k652eA,"Asian Fusion, Korean, Comfort Food, American (New), Restaurants, Chicken Shop, Japanese",Tampa,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,27.987203,-82.45922,Chop Chop Shop,33603,508,4.5,FL,Japanese
1144,19635,3335 Kietzke Ln,lVAjWGOqyZOFHMEw5NLt9g,"Restaurants, Asian Fusion, Japanese, Sushi Bars",Reno,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",1,39.4922565,-119.7894259,KitzMo Sushi,89502,506,3.5,NV,Japanese
1318,22805,1930 Chestnut St,0S3TvsmbCeOZ9UitnpRd1A,"Shanghainese, Tapas Bars, Cantonese, Seafood, Dim Sum, Chinese, Asian Fusion, Restaurants, Tapas/Small Plates, Szechuan",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",1,39.9518328,-75.173394,Dim Sum House,19103,505,4,PA,Chinese
1121,19178,"1600 E 8th Ave, Ste C208",vXQLdqB-stL2JTP5AsPVaA,"Restaurants, Japanese, Soup, Sushi Bars",Tampa,"{'Monday': '17:0-23:0', 'Tuesday': '17:0-23:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-1:0', 'Saturday': '17:0-1:0', 'Sunday': '17:0-23:0'}",1,27.96083455,-82.44174888,Samurai Blue Sushi & Sake Bar,33605,504,4,FL,Japanese
2454,43404,"5001 Airline Dr, Ste B",IMWoj619K8ezUmFP8ktXEg,"Sandwiches, Vietnamese, Restaurants, Chicken Wings, American (Traditional)",Metairie,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:45', 'Wednesday': '11:0-19:45', 'Thursday': '11:0-19:45', 'Friday': '11:0-19:45', 'Saturday': '11:0-19:45'}",1,29.97658439,-90.18659498,Banh Mi Boys,70001,503,4.5,LA,Southeast Asia
308,5188,502 State St,gebiRewfieSdtt17PTW6Zg,"Steakhouses, Sushi Bars, Restaurants, Japanese",Santa Barbara,{'Monday': '0:0-0:0'},1,34.4169836,-119.6955563,Hibachi Steak House & Sushi Bar,93101,488,3.5,CA,Japanese
1597,27305,533 N 22nd St,40O7uKX-uAG_JDrS-OM85w,"Japanese, Sushi Bars, Asian Fusion, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-21:30'}",1,39.9646735,-75.1741002,Umai Umai,19130,488,4.5,PA,Japanese
2791,49194,"6795 S Virginia St, Ste H",7FAu3RT5V4baRyePoG-_xw,"Japanese, Sushi Bars, Ramen, Korean, Restaurants",Reno,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,39.46421,-119.783397,Minato Sushi & Bar,89511,488,3.5,NV,Japanese
1399,24287,5869 Hollister Ave,L6nIOUwcTGgQKExGHmvTzQ,"Food, Vietnamese, Restaurants, Noodles",Goleta,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0'}",1,34.435791,-119.828303,Noodle City,93117,480,3.5,CA,Southeast Asia
1018,17391,11423 Olive Blvd,gsyyVQmvT9A2nAgUi7VUag,"Sandwiches, Japanese, Ramen, Noodles, Ice Cream & Frozen Yogurt, Restaurants, Food, Vietnamese, Asian Fusion",St. Louis,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}",1,38.672485,-90.4334978,Nudo House STL,63141,479,4.5,MO,Japanese
1276,22028,1028 Arch St,KQgCflC8eqJU5kvJkByXzw,"Japanese, Bubble Tea, Shaved Ice, Food, Izakaya, Sushi Bars, Ramen, Restaurants, Bars, Cocktail Bars, Beer, Wine & Spirits, Nightlife",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:45', 'Sunday': '11:30-23:0'}",1,39.9535423,-75.1574552,Yamitsuki Ramen,19107,478,3.5,PA,Japanese
1097,18735,436 State St,COSC9JC0Vjr89CaTZuPkUA,"Ramen, Japanese, Restaurants",Santa Barbara,"{'Monday': '0:0-0:0', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-20:0', 'Saturday': '12:0-22:30', 'Sunday': '12:0-21:0'}",1,34.41672516,-119.6952347,Santa Barbara Craft Ramen,93101,477,4,CA,Japanese
1590,27190,2030 Chestnut St,JDv3h1xRFIW8fXckqgTdRg,"Restaurants, Karaoke, Bars, Nightlife, Japanese, Sushi Bars",Philadelphia,"{'Monday': '12:0-21:30', 'Tuesday': '12:0-21:30', 'Wednesday': '12:0-21:30', 'Thursday': '12:0-21:30', 'Friday': '12:0-22:30', 'Saturday': '13:0-22:30', 'Sunday': '15:0-21:30'}",1,39.9520801,-75.1747619,Fuji Mountain,19103,475,4,PA,Japanese
171,2845,"2643 Gulf To Bay Blvd, Ste 1560",ab3pRv-b0o-BwMK2jVbH3Q,"Restaurants, Salad, Sushi Bars, Soup, Japanese",Clearwater,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:30-22:0'}",1,27.9572854,-82.7295288,Saki Endless Sushi & Hibachi Eatery,33759,473,3.5,FL,Japanese
2775,48858,"199 Damonte Ranch Pkwy, Ste 8M",Ed3yyBJMOftPeqzIaQuCPA,"Vietnamese, Noodles, Ramen, Japanese, Restaurants",Reno,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,39.4211118,-119.755588,ijji Noodle House & Poke Don,89521,472,4.5,NV,Japanese
1917,33463,"Atlantis Casino Resort Spa, 3800 S Virginia St",EO5ne2jClfd16Sus5D6i6A,"Japanese, Restaurants, Sushi Bars, Seafood",Reno,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}",1,39.48861213,-119.7943971,Atlantis Sky Terrace Sushi Bar,89502,471,3.5,NV,Japanese
2969,52135,3157 S Grand Blvd,89SD5fNDDnJj-ITB40hLsQ,"Thai, Restaurants",St. Louis,"{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",1,38.6011529,-90.242783,King & I Thai,63118,471,4,MO,Southeast Asia
717,12049,3221 S Grand Blvd,DKyJMM2209QrTgclzoCUpw,"Japanese, Restaurants, Sushi Bars",St. Louis,"{'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}",1,38.5985033,-90.2431011,Cafe Mochi,63118,470,4,MO,Japanese
1407,24344,2905 E Skyline Dr,aYHjJJ64whQsxZjx5rUe_w,"Sushi Bars, Asian Fusion, Restaurants, Japanese",Tucson,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",1,32.32549462,-110.9288779,RA Sushi Bar Restaurant,85718,468,3,AZ,Japanese
1716,29377,5744 Hollister Ave,EPkF-beh6gg_s3HtlAdfiw,"Japanese, Sushi Bars, Restaurants",Goleta,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30'}",1,34.43591732,-119.8248438,Goleta Sushi House,93117,468,4,CA,Japanese
1760,30385,15 N Alvernon Way,h2-mPUMYJ5pF_gVurDL3lw,"Food, Korean, Japanese, Beer, Wine & Spirits, Restaurants, Barbeque, Sushi Bars",Tucson,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '12:0-22:0'}",1,32.2222753,-110.9098924,Azian Restaurant Sushi & Korean BBQ,85711,467,2.5,AZ,Japanese
2937,51570,2220 E County Line Rd,l_mx_q740TLKBPCMa_mtJw,"Thai, Restaurants, Diners, Massage, Beauty & Spas",Indianapolis,"{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-21:30', 'Saturday': '11:15-21:30', 'Sunday': '11:15-20:30'}",1,39.6358464,-86.1227563,Thai Spice,46227,467,4,IN,Southeast Asia
2073,36321,5628 E 71st St,2z1kSiZIk16f1uSD7jG9aw,"Japanese, Restaurants, Ramen",Indianapolis,"{'Monday': '17:0-20:30', 'Tuesday': '17:0-20:30', 'Wednesday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '11:45-15:0'}",1,39.8836213,-86.0723328,Ramen Ray,46220,464,4,IN,Japanese
411,6744,750 W Idaho St,YqoMDkuSbRPjzc39ty4PgA,"Thai, Sushi Bars, Asian Fusion, Restaurants",Boise,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-21:30'}",1,43.6164418,-116.2021508,Mai Thai,83702,462,4,ID,Southeast Asia
1624,27770,138 N 10th St,7z16CBc74GhbyqalwZrJUQ,"Noodles, Asian Fusion, Restaurants, Chinese, Seafood",Philadelphia,"{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-23:0', 'Saturday': '8:0-23:0', 'Sunday': '8:0-22:0'}",1,39.954754,-75.156191,Ting Wong Restaurant,19107,461,4,PA,Chinese
1035,17749,63 E Congress St,_rVxte8rB9RcUT1uORHlhg,"Thai, Restaurants, Noodles, Seafood",Tucson,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0'}",0,32.2220527,-110.9701007,Senae Thai Bistro,85701,457,4,AZ,Southeast Asia
1400,24300,1822 Callowhill St,BnprLJ4Lr33--YjTmgk9Zg,"Restaurants, Korean, Japanese, Sushi Bars",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:30', 'Saturday': '16:0-21:30', 'Sunday': '16:0-21:0'}",1,39.9602728,-75.1692394,Doma,19130,457,4,PA,Japanese
188,3227,9333 Double R Blvd,dpwkz52tHB2MCPv53I2aRA,"Restaurants, Chinese, Asian Fusion, Sushi Bars",Reno,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-21:30'}",1,39.450834,-119.758568,Jazmine,89521,455,3.5,NV,Chinese
1302,22496,131 N 10th St,oyA87-Q_vqnmxVOn_auJQQ,"Restaurants, Chinese, Comfort Food",Philadelphia,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",1,39.9543751,-75.155929,Spice C,19107,453,4,PA,Chinese
1564,26728,"3939 Chestnut St, Fl 2",zU5PPd9j4bYC_MepNSEDcA,"Restaurants, Chinese, Nightlife, Dim Sum, Event Planning & Services, Bars, Cantonese, Venues & Event Spaces",Philadelphia,"{'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '11:30-19:45', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",1,39.9557715,-75.2016544,Dim Sum House,19104,451,4,PA,Chinese
1085,18366,32 S 18th St,5nqWNo7uVU1Zxm4tjnvkUw,"Japanese, Asian Fusion, Fast Food, Restaurants",Philadelphia,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-19:0'}",0,39.95214233,-75.17028712,Hai Street Kitchen & Co,19103,447,3.5,PA,Japanese
354,5958,707 Chestnut St,jziliEq8Zum-EynD5v-Hvg,"Peruvian, Chinese, Restaurants, Asian Fusion, Latin American",Philadelphia,,0,39.949786,-75.152623,Chifa,19106,444,4,PA,Chinese
2426,42784,"1441 E Fletcher Ave, Ste 101",PeczUJRFYkZBvAyMxzXPSQ,"Restaurants, Vegan, Juice Bars & Smoothies, Coffee & Tea, Asian Fusion, Tea Rooms, Food, Vietnamese, Cafes",Tampa,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '12:0-18:0'}",1,28.069055,-82.443811,Kaleisia Tea Lounge,33612,440,4.5,FL,Southeast Asia
2539,44980,"5906 Charlotte Pike, Ste C",ooUI-JC2tu0J-vavmOHZYQ,"Restaurants, Food, Vietnamese, Sandwiches, Coffee & Tea",Nashville,"{'Monday': '0:0-0:0', 'Thursday': '11:0-20:30', 'Friday': '11:0-15:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-19:30'}",1,36.1493093,-86.8641027,VN Pho & Deli,37209,440,4.5,TN,Southeast Asia
1560,26615,4210 E Speedway Blvd,8Mzu_wczdzv9dU_Gr6OR8A,"Sushi Bars, Japanese, Restaurants",Tucson,"{'Monday': '12:0-20:30', 'Tuesday': '12:0-20:30', 'Wednesday': '12:0-20:30', 'Thursday': '12:0-20:30', 'Friday': '12:0-20:30', 'Saturday': '12:0-20:30'}",1,32.2358219,-110.9029305,Kazoku,85712,439,4,AZ,Japanese
2328,41005,1030 S Virginia St,RFsp1nH2fHVyAdTSMDWuNg,"Restaurants, Thai",Reno,"{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:30'}",1,39.51450205,-119.8073097,Thai Chili,89502,437,4,NV,Southeast Asia
