,address,business_id,categories,city,hours,latitude,longitude,name,postal_code,review_count,stars,state,OutdoorSeating,BusinessAcceptsCreditCards,RestaurantsPriceRange2,RestaurantsTakeOut,WiFi,ParkingAvailability
60,21 S 12th St,HG0Djdv_hQwFeE_-R2XFaA,"Restaurants, Chicken Shop, Donuts, Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-18:0'}",39.951007,-75.159898,Federal Donuts,19107,51.0,4.5,PA,1,,1,,free,1.0
61,5154 Ridge Ave,x1CpCXik31TwTtMPMcrcug,"Restaurants, Pizza, Coffee & Tea, Italian, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-0:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-22:0'}",40.018238,-75.2115092,"A Tutti, Ristorante Italiano",19128,78.0,4.5,PA,0,1,2,1,free,1.0
62,4034 Walnut St,uVJkqQ1U9MH7hBorrwGhBg,"Thai, Restaurants, Coffee & Tea, Chicken Wings, Comfort Food, Food, Specialty Food, American (New), Chicken Shop",Philadelphia,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",39.9539029,-75.204325,Wishbone,19104,191.0,3.5,PA,1,1,2,1,free,1.0
63,806 S 6th St,Q9T9PKQZSs571tS0lQLoIg,"Ethnic Food, Shopping, Food, Arts & Crafts, Cambodian, Specialty Food, Desserts, Vegan, Restaurants, Coffee & Tea, Cheesesteaks, Gluten-Free, Cooking Classes",Philadelphia,,39.9383502,-75.153168,Koliyan,19147,5.0,4.0,PA,0,1,2,0,,0.0
64,6830 Bustleton Ave,MnaUUSxuaM8aKKhhjxLXWA,"Coffee & Tea, Ice Cream & Frozen Yogurt, Desserts, Juice Bars & Smoothies, Food",Philadelphia,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",40.0413892,-75.0650277,Mango Mango Dessert,19149,18.0,4.5,PA,0,,,1,,1.0
65,2535 Aramingo Ave,TQloD2_k3J67Q1J_picgfw,"Convenience Stores, Sandwiches, Restaurants, Coffee & Tea, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9771998493,-75.1184864286,Wawa,19125,43.0,2.5,PA,,1,1,1,free,1.0
66,1300  Chestnut St,4-TKASCNK5-XBWdXmeXWbA,"Food, Coffee & Tea, Convenience Stores, Sandwiches, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.950533787,-75.1619937165,Wawa,19107,21.0,2.5,PA,,1,1,,free,1.0
67,1084 Delaware Ave,e_3I3UEy6ibfDiABDPQCTg,"Propane, Food, Coffee & Tea, Local Services, Convenience Stores",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9658989991,-75.1324717902,7-Eleven,19125,7.0,3.5,PA,,1,1,1,,1.0
68,1839 Chestnut St,AEgaEEWNGuXWBHUkf_fN3A,"Food, Coffee & Tea",Philadelphia,"{'Monday': '5:30-20:30', 'Tuesday': '5:30-20:30', 'Wednesday': '5:30-20:30', 'Thursday': '5:30-20:30', 'Friday': '5:0-21:0', 'Saturday': '5:30-21:0', 'Sunday': '5:30-21:0'}",39.9520413,-75.1717524,Starbucks,19103,38.0,3.5,PA,0,1,2,1,free,1.0
69,2955 Market St,tJPaPZwRqFmDSEc8VEx9hA,"Food, Sandwiches, Restaurants, Coffee & Tea, Salad",Philadelphia,"{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '6:0-0:0', 'Sunday': '6:0-0:0'}",39.95572,-75.1819072,Cosi,19104,70.0,2.0,PA,0,1,1,1,free,1.0
70,6701 Ridge Ave,1_BzX6o0O6w_9yx9NczMrg,"Food, Restaurants, Delis, Convenience Stores, Sandwiches, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.0403385055,-75.2234230242,Wawa,19128,48.0,3.5,PA,0,1,1,1,free,1.0
71,1626 Cecil B Moore Ave,3pbc89Mbi-L7HjuAw-DQfw,"Breakfast & Brunch, American (Traditional), Food, Soup, Coffee & Tea, Restaurants",Philadelphia,{'Monday': '0:0-0:0'},39.9790629,-75.162316,Common Grounds Philly,19121,36.0,2.5,PA,0,1,,1,free,
72,530 E Girard Ave,H4t7YAtaDQ8bKOW452zSaA,"Food, Coffee & Tea, Breakfast & Brunch, Cafes, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}",39.9709602,-75.1274537,Kopi Latte,19125,59.0,4.5,PA,1,1,1,1,free,0.0
73,943 S 9th St,nB9dev-4Wzxo4NHJkQQmUQ,"American (New), Coffee & Tea, Specialty Food, Food, Sandwiches, Restaurants",Philadelphia,"{'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:0'}",39.9378087,-75.1579422,Market on Ninth,19147,38.0,4.5,PA,0,1,,1,free,1.0
74,3341 Grant Ave,bGBK1r0I46Oc8eU8fNc0bg,"Restaurants, Food, Gas Stations, Coffee & Tea, Sandwiches, Automotive, Delis, Convenience Stores",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",40.0688844854,-75.0052062453,Wawa,19114,8.0,3.5,PA,0,1,2,1,free,0.0
75,701 N Seventh St,-Or44IdY51Ukd618kikmtA,"Restaurants, Donuts, Chicken Wings, Food, Coffee & Tea",Philadelphia,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",39.9641791314,-75.1494241306,Federal Donuts,19123,321.0,4.0,PA,1,1,1,1,free,1.0
76,1001 N 2Nd St,eEW2LAE2Fb8rZVE2rtNeyQ,"Convenience Stores, Coffee & Tea, Grocery, Discount Store, Shopping, Food",Philadelphia,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '9:0-23:0'}",39.9665629,-75.1399899,DGX,19123,9.0,4.0,PA,,1,1,0,,0.0
77,1713 McKean St,XKhACCLtkT29uWmEBx-DHQ,"Specialty Food, Grocery, Coffee & Tea, Convenience Stores, Food",Philadelphia,"{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0'}",39.9264200131,-75.1746901497,Rowhouse Grocery,19145,9.0,5.0,PA,,,,,free,0.0
78,2212 S St,lRbHFOIFuusN2WOR_ypQ_A,"Restaurants, Coffee & Tea, Sandwiches, Desserts, Food, Breakfast & Brunch",Philadelphia,"{'Monday': '9:0-14:0', 'Tuesday': '9:0-14:0', 'Wednesday': '9:0-14:0', 'Thursday': '9:0-14:0', 'Friday': '9:0-14:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",39.9451562,-75.179105,Ants Pants Café,19146,531.0,4.0,PA,0,0,2,1,free,1.0
79,1706 Walnut St,PjknD8uD_0tisZQbomiYoQ,"Restaurants, Burgers, Food, Coffee & Tea, Fast Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9498587626,-75.1695573452,McDonald's,19103,48.0,2.0,PA,0,1,1,1,free,1.0
80,444 N 3rd St,dbfm8H0KQRrxT_QSXrQZ-A,"Food, Bakeries, Coffee & Tea",Philadelphia,,39.9583181,-75.1449356,Darnel’s Cakes,19123,5.0,4.0,PA,,,,,,
81,"1835 N 12th St, Ste 9, Temple University Main Campus",XahxHmkaFOAwXix2VGRAUQ,"Food Stands, Restaurants, Sandwiches, Pizza, Burgers, Breakfast & Brunch, Delis, Food, Coffee & Tea",Philadelphia,"{'Monday': '6:0-18:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-18:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0'}",39.9809158,-75.153284,Richie's,19122,50.0,4.5,PA,1,0,1,1,free,1.0
82,301 W Chelten Ave,AQfAhiVYzRDH9h0t1TiIIA,"Restaurants, Food, Cafes, Coffee & Tea, American (New)",Philadelphia,"{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-20:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",40.0300415212,-75.1807833307,Wired Beans Cafe,19144,5.0,4.5,PA,1,1,1,1,free,0.0
83,2100 S St,xCXGV3wEvYd4xBGx8ZRFQA,"Restaurants, Breakfast & Brunch, Coffee & Tea, Salad, Food, Mediterranean",Philadelphia,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '8:0-18:0'}",39.9449991381,-75.1770997246,La Va Cafe,19146,201.0,3.5,PA,1,1,1,1,free,1.0
84,31 S 18th St,paO0ETshl56TNSaEyzm9Cw,"Coffee & Tea, Restaurants, Sandwiches, Food, Soup",Philadelphia,,39.9521366,-75.170218,Brodo,19103,33.0,3.0,PA,1,1,2,1,free,
85,1031 Spring Garden St,1QprdzNzcYKRcSTIfh5BGw,"Tattoo, Coffee & Tea, Beauty & Spas, Arts & Entertainment, Art Galleries, Internet Cafes, Food, Shopping",Philadelphia,"{'Monday': '7:30-20:0', 'Tuesday': '7:30-20:0', 'Wednesday': '7:30-20:0', 'Thursday': '7:30-20:0', 'Friday': '7:30-20:0', 'Saturday': '8:30-20:0', 'Sunday': '8:30-19:0'}",39.9617583,-75.1555925,"Vice Coffee, Tattoos & Books",19123,17.0,4.0,PA,0,1,1,,free,1.0
86,20 S 36th St,u-8sFq05DQ6PYCR5HiKZ2w,"Pizza, Food, Restaurants, Sandwiches, Burgers, Coffee & Tea, Italian",Philadelphia,"{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}",39.9553365,-75.1946097,Axis Pizza,19104,159.0,3.0,PA,1,1,1,1,free,1.0
87,1219 S 2nd St,Oun4NN-u5yiHIxDqtJnxgA,"Restaurants, Korean, American (Traditional), Breakfast & Brunch, Donuts, Food, Coffee & Tea",Philadelphia,"{'Monday': '8:0-15:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",39.932223,-75.147463,Federal Donuts,19147,530.0,4.0,PA,0,1,1,1,free,1.0
88,400 Fairmount Ave,TCROPjxfzCZzrQjqLqstSg,"Coffee & Tea, Hookah Bars, Nightlife, Bars, Food, Restaurants, Cafes",Philadelphia,"{'Thursday': '19:0-2:0', 'Friday': '19:0-2:0', 'Saturday': '19:0-2:0'}",39.9625769974,-75.1447479799,Red Cup Cafe & Hookah Lounge,19123,53.0,4.0,PA,1,0,1,1,free,1.0
89,1325 Frankford Ave,61RiTA-T02sU84FhoCLz_g,"Food, Coffee & Tea",Philadelphia,"{'Monday': '6:30-19:0', 'Tuesday': '6:30-19:0', 'Wednesday': '6:30-19:0', 'Thursday': '6:30-19:0', 'Friday': '6:30-19:0', 'Saturday': '7:0-18:0', 'Sunday': '8:0-17:0'}",39.9710245,-75.134328,The Lola Bean,19125,46.0,4.5,PA,1,1,1,,free,1.0
90,620 S 9th St,7hpUoYdAVToZXwuPRgoqdA,"Restaurants, Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}",39.9419516309,-75.1573562007,Chapterhouse Café & Gallery,19147,477.0,4.5,PA,0,1,1,1,free,1.0
91,1532 Snyder Ave,qaDImxPguQz0jToNYvB1Eg,"Mexican, Restaurants, Vegetarian, Coffee & Tea, Juice Bars & Smoothies, Cafes, Desserts, Bakeries, Food, Breakfast & Brunch",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-17:0'}",39.924584,-75.172676,Café y Chocolate,19145,369.0,4.5,PA,1,1,2,1,free,1.0
92,337-341 South Broad St,48hwr-F1xEFfHdTD1ueE2A,"Coffee & Tea, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '5:30-20:0', 'Wednesday': '5:30-20:0', 'Thursday': '5:30-20:0', 'Friday': '5:30-20:30', 'Saturday': '6:30-20:30', 'Sunday': '6:30-19:30'}",39.945624,-75.16484,Starbucks,19107,29.0,3.5,PA,1,1,2,1,free,1.0
93,607 S 7th St,jFAj4ZTHKukcEnFZXz2DiA,"Health & Medical, Beauty & Spas, Massage Therapy, Doctors, Desserts, Restaurants, Naturopathic/Holistic, Internet Cafes, Massage, Food, Cafes, Coffee & Tea, Cannabis Dispensaries, Shopping, Vape Shops, Cannabis Clinics, Vitamins & Supplements",Philadelphia,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-17:0'}",39.9419303,-75.1537505,Hip Hemp Cafe,19147,11.0,4.5,PA,1,0,,1,free,
94,8000 Essington Ave,f4XSOzFOQDydPyqavMV7cA,"Coffee & Tea, Cafes, Restaurants, Food",Philadelphia,,39.8780267127,-75.2394030397,Peet's Coffee & Tea,19153,26.0,3.5,PA,0,1,1,1,free,0.0
95,600 9th St,ExfSwwCB1zQ6ZGd_UQ4wYQ,"Food, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '5:30-19:30', 'Wednesday': '5:30-19:30', 'Thursday': '5:30-19:30', 'Friday': '5:30-19:30', 'Saturday': '6:0-19:30', 'Sunday': '6:0-19:30'}",39.9425249,-75.157186,Starbucks,19147,52.0,3.5,PA,1,1,2,1,free,1.0
96,1926 E Passyunk Ave,0m5uP9SGYT7w6liaBROwXw,"Food, Coffee & Tea, Sandwiches, Bakeries, Restaurants, Breakfast & Brunch, Cafes",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0'}",39.9260608,-75.1681768844,Ground Up Coffee Shop,19148,24.0,4.5,PA,1,1,,1,free,1.0
97,"1619 Grant Ave, Ste 5",X3Qa-dXb2DFdZZ2UnAfSVg,"Coffee & Tea, Donuts, Food, Restaurants",Philadelphia,"{'Monday': '5:0-18:0', 'Tuesday': '5:0-18:0', 'Wednesday': '5:0-18:0', 'Thursday': '5:0-18:0', 'Friday': '5:0-18:0', 'Saturday': '5:0-18:0', 'Sunday': '6:0-17:0'}",40.087335,-75.039989,Dunkin',19115,5.0,1.0,PA,0,1,1,1,free,
98,31 S 19th St,02nUjwVmJGTgGyiIi-hklg,"Breakfast & Brunch, Restaurants, Mexican, Coffee & Tea, Food",Philadelphia,,39.9525122617,-75.1717417315,El Café,19103,11.0,4.5,PA,,1,,,free,1.0
99,6620 N Broad St,cLNyFQ3T7p_Kcf09IburKw,"Donuts, Restaurants, Food, Coffee & Tea",Philadelphia,"{'Monday': '4:30-19:0', 'Tuesday': '4:30-19:0', 'Wednesday': '4:30-19:0', 'Thursday': '4:30-19:0', 'Friday': '4:30-19:0', 'Saturday': '4:30-19:0', 'Sunday': '4:30-19:0'}",40.0543239,-75.1418482,Dunkin',19126,5.0,1.5,PA,,,1,1,,
100,301 Market St,k6WAVICs1yY07JPXLYCj_w,"Coffee & Tea, Bagels, Food",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",39.950333,-75.1457136,OCF Coffee House,19106,50.0,3.5,PA,1,1,2,1,free,1.0
101,1829 E Allegheny Ave,ht8lG0gs4-ddM7ap3wwIaA,"Donuts, Coffee & Tea, Food",Philadelphia,"{'Monday': '5:0-19:0', 'Tuesday': '5:0-19:0', 'Wednesday': '5:0-19:0', 'Thursday': '5:0-19:0', 'Friday': '5:0-19:0', 'Saturday': '6:0-19:0', 'Sunday': '6:0-19:0'}",39.9959031,-75.1124991,Dunkin',19134,5.0,2.5,PA,,1,1,1,,
102,1902 Liacouras Walk,64tYqfgsfgCkgtXV_9uu-w,"Coffee & Tea, Juice Bars & Smoothies, Food",Philadelphia,"{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",39.9817208259,-75.1560784911,Saxbys ,19122,45.0,3.5,PA,1,1,1,1,free,0.0
103,5506 Chestnut St,WbxPdq_PgVvCI462l0vPEQ,"Donuts, Restaurants, Coffee & Tea, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9590347,-75.2315661,Dunkin',19139,13.0,1.5,PA,0,1,1,1,free,0.0
104,8TH And Wharton St,ovWd_lbvnK1dQSkSkQRfpg,"Restaurants, Vegan, Breakfast & Brunch, Coffee & Tea, Food",Philadelphia,"{'Monday': '8:0-14:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}",39.932994,-75.157736,Benna's Cafe,19147,97.0,4.0,PA,1,0,1,1,free,1.0
105,"2825 Cottman Ave, Unit 3",A4HxaMk6EZlieG7jr6FB3w,"Bubble Tea, Coffee & Tea, Food",Philadelphia,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",40.0436742233,-75.0521555704,HaoTea,19149,9.0,3.0,PA,,,,,,
106,1002 S Broad St,0xmV6WSKyq0SFUa_uZKocw,"Food, Coffee & Tea",Philadelphia,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",39.938269,-75.166936,Starbucks,19146,5.0,3.5,PA,,,,,free,
107,2222 Cottman Ave,Mhqq0BaP2CinaPiZCYWVOw,"Food, Bubble Tea, Coffee & Tea, Juice Bars & Smoothies",Philadelphia,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",40.0485579811,-75.0619283618,Kung Fu Tea,19149,88.0,3.0,PA,0,1,2,1,free,1.0
108,313 Market St,IQw4uJsiSzLenDFVnM-DLg,"Food, Coffee & Tea, Bakeries",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '9:0-15:0'}",39.9503831,-75.1461478,Swiss Haus Bakery,19106,45.0,4.0,PA,0,1,2,1,free,1.0
109,1335 Frankford Ave,MlXH9dWYDFEBbwuGStlfZg,"Food, Cafes, Restaurants, Coffee & Tea, Breakfast & Brunch",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '7:0-18:0'}",39.9712343,-75.1342432,La Colombe Coffee,19125,509.0,4.5,PA,,1,2,1,no,1.0
110,630 N 2nd St,MM_v-KIUJiXLCxnkIqPKWA,"Restaurants, Vegetarian, Vegan, Coffee & Tea, Food",Philadelphia,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}",39.9616969288,-75.1412892166,Soy Cafe,19123,299.0,4.5,PA,1,0,1,1,free,1.0
111,2040 Hamilton St,fQAyS1EGx75yDGweJ9YnQw,"Food, Sandwiches, Convenience Stores, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",39.9622594,-75.1729167,Wawa,19130,9.0,2.5,PA,,1,1,1,,0.0
112,3602 Chestnut St,x5GkG0oI_S107wLlgdBxVA,"Nightlife, Beer Bar, Breakfast & Brunch, Bagels, Restaurants, Bars, Coffee & Tea, Food",Philadelphia,"{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}",39.9545367385,-75.1943960041,Spread Bagelry,19104,203.0,2.5,PA,1,1,2,1,free,1.0
113,2025 S. Broad St,vnQgWhtfE2dkqooJEo39rw,"Donuts, Bagels, Desserts, Coffee & Tea, Food",Philadelphia,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}",39.9248001,-75.1692103,Dunkin',19148,11.0,2.5,PA,0,1,1,1,free,1.0
114,1631 Wallace St,2MKTSjcis749QGzm0vwFXw,"Restaurants, Cafes, Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-16:0', 'Tuesday': '8:0-15:0', 'Wednesday': '7:0-20:0', 'Thursday': '8:0-14:0', 'Friday': '7:0-17:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-18:0'}",39.9659089,-75.1655053,MiXXed Breed Cafe,19130,8.0,2.0,PA,,,,,,0.0
115,1607 S Broad St,Jci_xPpsvVqhBNJ9oHA31Q,"Shopping, Videos & Video Game Rental, Coffee & Tea, Cinema, Food, Books, Mags, Music & Video, Arts & Entertainment",Philadelphia,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}",39.930204,-75.168069,CineMug,19148,28.0,4.5,PA,1,1,1,1,free,1.0
116,331 Race St,mU8d9qbaUqJ-XTd5Ood6Kw,"Music Venues, Arts & Entertainment, Art Galleries, Coffee & Tea, Food, Nightlife, Juice Bars & Smoothies, Shopping, Internet Cafes",Philadelphia,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '8:0-19:0'}",39.9541699,-75.1460404,Filter Cafe,19106,5.0,3.5,PA,1,1,1,,free,1.0
117,4000 Monument Rd,66Eb7k-oL3m3GGhyQRuFTQ,"Food, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",40.006493,-75.21245,Starbucks,19131,6.0,1.5,PA,,,,,free,
118,917 W Girard Ave,WfjsGrbSIswLMwGtKVNcwQ,"Coffee & Tea, Food, Donuts",Philadelphia,"{'Monday': '4:30-22:0', 'Tuesday': '4:30-22:0', 'Wednesday': '4:30-22:0', 'Thursday': '4:30-22:0', 'Friday': '4:30-22:0', 'Saturday': '4:30-22:0', 'Sunday': '4:30-22:0'}",39.9709467,-75.1521439,Dunkin',19123,17.0,3.5,PA,0,1,1,1,free,1.0
119,901 Market St,Yk62SB_HISNsv85CDbVkKg,"Food, Coffee & Tea, Donuts",Philadelphia,"{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-19:0', 'Sunday': '5:0-19:0'}",39.9486680697,-75.1592066455,Dunkin',19107,6.0,2.5,PA,,,1,1,,
120,5716 Baltimore Ave,5Mqe-TAK7GzwiZapwNqQbA,"Donuts, Coffee & Tea, Food",Philadelphia,"{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '5:0-21:0', 'Sunday': '5:0-21:0'}",39.9459273173,-75.2390129611,Dunkin',19143,7.0,2.0,PA,1,1,1,1,free,0.0
121,114 market st,C8_zQVh3L7-yFazQs76fzg,"Sandwiches, Breakfast & Brunch, Restaurants, Coffee & Tea, Cafes, Food",Philadelphia,,39.94955,-75.14285,Philly's Gourmet Cafe,19102,33.0,2.0,PA,1,1,1,1,no,1.0
