,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BusinessParking,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,ByAppointmentOnly,WiFi,Alcohol,Caters,RestaurantsGoodForGroups,Ambience,GoodForKids,RestaurantsReservations,NoiseLevel,RestaurantsAttire,HasTV,GoodForMeal,RestaurantsTableService,WheelchairAccessible,BYOB,DriveThru,HappyHour,DogsAllowed,BusinessAcceptsBitcoin,Corkage,BYOBCorkage,Smoking,Music,GoodForDancing,CoatCheck,AcceptsInsurance,AgesAllowed,BestNights,DietaryRestrictions
111,2040 Hamilton St,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",fQAyS1EGx75yDGweJ9YnQw,"Food, Sandwiches, Convenience Stores, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1.0,39.9622594,-75.1729167,Wawa,19130,9.0,2.5,PA,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,3602 Chestnut St,"{'Alcohol': ""u'beer_and_wine'"", 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'HappyHour': 'True', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsTableService': 'False', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'GoodForDancing': 'True', 'BusinessParking': ""{'garage': None, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True'}",x5GkG0oI_S107wLlgdBxVA,"Nightlife, Beer Bar, Breakfast & Brunch, Bagels, Restaurants, Bars, Coffee & Tea, Food",Philadelphia,"{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '7:0-15:0'}",1.0,39.9545367385,-75.1943960041,Spread Bagelry,19104,203.0,2.5,PA,True,True,True,"{'garage': None, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,2,True,,u'free',u'beer_and_wine',,True,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,False,u'average','casual',True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",False,,,,True,,,,,,,True,,,,,
113,2025 S. Broad St,"{'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'DriveThru': 'None', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True'}",vnQgWhtfE2dkqooJEo39rw,"Donuts, Bagels, Desserts, Coffee & Tea, Food",Philadelphia,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}",1.0,39.9248001,-75.1692103,Dunkin',19148,11.0,2.5,PA,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,'free',,,,,,,,,,,,,,None,,,,,,,,,,,,,
114,1631 Wallace St,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",2MKTSjcis749QGzm0vwFXw,"Restaurants, Cafes, Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-16:0', 'Tuesday': '8:0-15:0', 'Wednesday': '7:0-20:0', 'Thursday': '8:0-14:0', 'Friday': '7:0-17:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-18:0'}",0.0,39.9659089,-75.1655053,MiXXed Breed Cafe,19130,8.0,2.0,PA,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1607 S Broad St,"{'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Caters': 'False'}",Jci_xPpsvVqhBNJ9oHA31Q,"Shopping, Videos & Video Game Rental, Coffee & Tea, Cinema, Food, Books, Mags, Music & Video, Arts & Entertainment",Philadelphia,"{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}",0.0,39.930204,-75.168069,CineMug,19148,28.0,4.5,PA,,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',,False,,,,,,,,,,True,,,,,,,,,,,,,,,
116,331 Race St,"{'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1'}",mU8d9qbaUqJ-XTd5Ood6Kw,"Music Venues, Arts & Entertainment, Art Galleries, Coffee & Tea, Food, Nightlife, Juice Bars & Smoothies, Shopping, Internet Cafes",Philadelphia,"{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '7:0-23:0', 'Sunday': '8:0-19:0'}",0.0,39.9541699,-75.1460404,Filter Cafe,19106,5.0,3.5,PA,,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,1,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
117,4000 Monument Rd,"{'WiFi': ""u'free'""}",66Eb7k-oL3m3GGhyQRuFTQ,"Food, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-20:0', 'Friday': '8:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '8:0-20:0'}",1.0,40.006493,-75.21245,Starbucks,19131,6.0,1.5,PA,,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
118,917 W Girard Ave,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'DriveThru': 'None'}",WfjsGrbSIswLMwGtKVNcwQ,"Coffee & Tea, Food, Donuts",Philadelphia,"{'Monday': '4:30-22:0', 'Tuesday': '4:30-22:0', 'Wednesday': '4:30-22:0', 'Thursday': '4:30-22:0', 'Friday': '4:30-22:0', 'Saturday': '4:30-22:0', 'Sunday': '4:30-22:0'}",1.0,39.9709467,-75.1521439,Dunkin',19123,17.0,3.5,PA,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,1,True,,u'free',,,,,,,,,,,,,,None,,,,,,,,,,,,,
119,901 Market St,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'DriveThru': 'None'}",Yk62SB_HISNsv85CDbVkKg,"Food, Coffee & Tea, Donuts",Philadelphia,"{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-19:0', 'Sunday': '5:0-19:0'}",1.0,39.9486680697,-75.1592066455,Dunkin',19107,6.0,2.5,PA,True,,,,,1,True,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,
120,5716 Baltimore Ave,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'DriveThru': 'None', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True'}",5Mqe-TAK7GzwiZapwNqQbA,"Donuts, Coffee & Tea, Food",Philadelphia,"{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '5:0-21:0', 'Sunday': '5:0-21:0'}",1.0,39.9459273173,-75.2390129611,Dunkin',19143,7.0,2.0,PA,True,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",False,1,True,,u'free',,,,,,,,,,,,,,None,,,,,,,,,,,,,
121,114 market st,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'True', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'Caters': 'True', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True'}",C8_zQVh3L7-yFazQs76fzg,"Sandwiches, Breakfast & Brunch, Restaurants, Coffee & Tea, Cafes, Food",Philadelphia,,0.0,39.94955,-75.14285,Philly's Gourmet Cafe,19102,33.0,2.0,PA,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,1,True,,u'no',u'none',True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,False,u'average',u'casual',False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",False,,,,,,,,,,,,,,,,
122,123 N 10th St,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}",7Ljrtr65Q7-uX2Nl4I_7Iw,"Restaurants, Bubble Tea, Coffee & Tea, Food, Chinese, Shanghainese, Tea Rooms",Philadelphia,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-0:0'}",0.0,39.9540079581,-75.1560426391,Tea Magic,19107,49.0,3.0,PA,,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1805 Walnut St,"{'Alcohol': ""'none'"", 'HasTV': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'None', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'None'}",DTwt8_pCuGyQbiIfXNdhDw,"Bakeries, Coffee & Tea, Food, Bagels, Sandwiches, Restaurants, Shopping, Bookstores, Music & DVDs, Toy Stores, Books, Mags, Music & Video",Philadelphia,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '10:0-20:0'}",1.0,39.9504016925,-75.1709848461,Barnes & Noble Booksellers,19103,126.0,3.0,PA,None,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,2,None,,u'free','none',False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,False,u'average','casual',False,,,,,,,,,,,,,,,,,,
124,1320 Walnut St,"{'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'False', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'HappyHour': 'False', 'CoatCheck': 'False', 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'DriveThru': 'False', 'RestaurantsDelivery': 'True', 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}",kn0-Tc4JFnpnlCyqG-3X9A,"American (Traditional), American (New), Food, Breakfast & Brunch, Burgers, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-15:30'}",1.0,39.94911,-75.16309,IHOP,19107,166.0,3.0,PA,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,2,True,False,u'no',u'none',False,True,"{'touristy': None, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,False,u'average',u'casual',False,"{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': False, 'brunch': True, 'breakfast': True}",,,,False,False,,,,,,,,False,,,,
125,145 N 11th St,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Caters': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}",H_JO3CNWRTRHmstEyvb31Q,"Asian Fusion, Coffee & Tea, Chinese, Restaurants, Food",Philadelphia,"{'Monday': '7:30-20:30', 'Tuesday': '7:30-20:30', 'Wednesday': '7:30-20:30', 'Thursday': '7:30-20:30', 'Friday': '7:30-20:30', 'Saturday': '8:0-20:30', 'Sunday': '8:0-19:0'}",0.0,39.9552543,-75.1574065,Cube Cafe,19107,45.0,4.0,PA,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,1,True,,u'free',u'none',False,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,False,u'average',u'casual',True,,,,,,,,,,,,,,,,,,
126,701 S 4th St,"{'HasTV': 'False', 'RestaurantsPriceRange2': '3', 'BYOBCorkage': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Corkage': 'True', 'BYOB': 'True', 'Caters': 'True', 'BusinessAcceptsBitcoin': 'False', 'HappyHour': 'False', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True'}",0K4RwxdAcViifyU3Htzxww,"Breakfast & Brunch, Nightlife, Cocktail Bars, American (New), Coffee & Tea, Bars, Food, Restaurants, Desserts",Philadelphia,"{'Tuesday': '16:0-22:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0'}",1.0,39.9404771,-75.1493607,Southwark Restaurant,19147,224.0,4.0,PA,False,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,3,True,,u'no',u'full_bar',True,True,"{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",False,False,u'average','casual',False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}",True,,True,,False,,False,True,'no',,,,,,,,
127,1038 Arch St,"{'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'False', 'DriveThru': 'None', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True'}",lra3ButUZm7ZymM1YSnkWA,"Sandwiches, Donuts, Food, Cafes, Coffee & Tea, Restaurants",Philadelphia,"{'Monday': '5:0-23:0', 'Tuesday': '5:0-23:0', 'Wednesday': '5:0-23:0', 'Thursday': '5:0-23:0', 'Friday': '5:0-23:0', 'Saturday': '5:0-23:0', 'Sunday': '5:0-23:0'}",1.0,39.9536961259,-75.1578691698,Dunkin',19107,9.0,3.0,PA,True,False,True,"{'garage': None, 'street': None, 'validated': None, 'lot': False, 'valet': False}",True,1,True,,'free',,,False,,False,False,,,,,,,,None,,,,,,,,,,,,,
128,2001 Fitzwater St,"{'NoiseLevel': ""u'loud'"", 'Caters': 'True', 'RestaurantsTableService': 'False', 'BikeParking': 'True', 'Alcohol': ""'none'"", 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsGoodForGroups': 'False'}",RrrqJ2XY0CXNBot7zsdXPQ,"Breakfast & Brunch, Food, Restaurants, Bagels, Coffee & Tea, Sandwiches",Philadelphia,"{'Monday': '6:30-15:0', 'Tuesday': '6:30-15:0', 'Wednesday': '6:30-15:0', 'Thursday': '6:30-15:0', 'Friday': '6:30-15:0', 'Saturday': '7:0-14:0', 'Sunday': '7:0-14:0'}",1.0,39.9432015,-75.1755321,Fitzwater Street Philly Bagels,19146,167.0,3.5,PA,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,'no','none',True,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,False,u'loud','casual',True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",False,,,,,,,,,,,,,,,,
129,51 N 12th St,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'Caters': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'False'}",AcDQ4C7Plc0IOjMgntaoCQ,"Home & Garden, Shopping, Specialty Food, Beauty & Spas, Food, Coffee & Tea, Herbs & Spices, Cosmetics & Beauty Supply",Philadelphia,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '9:0-17:0'}",1.0,39.9531092,-75.159589,Herbiary,19107,30.0,4.0,PA,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,2,False,False,u'free',,False,,,,,,,,,,,,,,,False,,,,,,,,,,
130,N 33rd St & Arch St,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'OutdoorSeating': 'True'}",TrcS6ja_Kb3jtRSaNB-36A,"Street Vendors, Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",0.0,39.9576111,-75.1890822,Rival Bros,19104,31.0,4.5,PA,,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,1,,,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1142 S 9th St,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",30SDmG0Lzlly8ZISz6cXuw,"Ice Cream & Frozen Yogurt, Food, Coffee & Tea, Juice Bars & Smoothies",Philadelphia,,1.0,39.9352044852,-75.1587517932,Paletas Y Helados Bambino,19147,11.0,4.5,PA,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,41 S 16th St,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False'}",5yvs585-TDqiIJ39jHt8qQ,"Coffee & Tea, Food, Donuts",Philadelphia,"{'Monday': '6:30-21:0', 'Tuesday': '6:30-21:0', 'Wednesday': '6:30-21:0', 'Thursday': '6:30-21:0', 'Friday': '6:30-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-20:0'}",0.0,39.9515595152,-75.1670362028,Krispy Kreme,19102,19.0,4.0,PA,,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,1,,,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,
